epoch,acc,f1_macro,f1_micro,auc,ece,train_loss,train_acc,p_eff
1,4.77,0.012865761212054717,0.0477,0.6928471464646464,0.980257872307245,3.9806102077745935,9.90916597853014,0.020915616249535664
2,6.859999999999999,0.025968273627803705,0.0686,0.7543706262626263,0.9803053274091468,3.512546726012079,16.441875401412975,0.012006463158095991
3,8.37,0.04225426126452015,0.0837,0.7772211212121211,0.9802617807924604,3.326010794472898,19.48802642444261,0.012409392300300127
4,10.290000000000001,0.050854376329096736,0.1029,0.8040137878787879,0.9802778264059177,3.203396897522044,22.378199834847234,0.01290151159560611
5,10.24,0.055682280440716964,0.1024,0.8122466565656566,0.9804387476857355,3.0526667795155897,25.653729699972473,0.013403921702140293
6,11.34,0.06245048207284407,0.1134,0.8229239292929291,0.9805472217691829,2.894190121860786,27.919992659877053,0.014483429664789244
7,13.8,0.08674423654143545,0.138,0.8402373434343434,0.9810682702337218,2.7507356725184016,31.223047986053768,0.01520330086350441
8,14.57,0.09589277625535673,0.1457,0.8529365555555559,0.9808191696847379,2.619240300525645,33.64528855858335,0.015653575207431648
9,16.53,0.1127503477636268,0.1653,0.8707078787878788,0.9812936390878226,2.4577275317615848,37.02174511423066,0.016462403089674407
10,18.14,0.1265930057968665,0.1814,0.8771236868686869,0.9816670079809073,2.34652513680693,39.26048261308377,0.01632436427699272
11,15.82,0.11782428341092377,0.1582,0.8633005555555556,0.9818881145024823,2.1833027453693363,43.08652169923846,0.01659660385705011
12,19.6,0.1463155522895291,0.196,0.8848627171717173,0.9819818840260177,2.073950050205077,44.99495366547389,0.016375883698983247
13,21.23,0.1557504027292077,0.2123,0.8973962777777779,0.9824560325843568,1.9292722785896157,48.692540600055054,0.016450916980068352
14,21.560000000000002,0.16018414548128995,0.2156,0.9018814646464647,0.9821069661030906,1.8469112404159083,51.05055509679787,0.016234996706940407
15,23.32,0.184871264693322,0.2332,0.9078165151515151,0.982555466997588,1.733795996127473,52.757133681989174,0.01611515825484381
16,24.42,0.18372992093513119,0.2442,0.9088965454545453,0.9826644952505914,1.6448706813838156,55.78493439765116,0.01629269809657058
17,24.98,0.19532334386646957,0.2498,0.9165199191919193,0.9825744986229253,1.5939137587055983,56.41802000183503,0.016070941376478173
18,25.21,0.1950641618164502,0.2521,0.9157868535353535,0.9830694900683892,1.4909729877735827,58.399853197541056,0.01600696464870558
19,27.54,0.21801092010626136,0.2754,0.9179840202020203,0.9833304223390685,1.3863257805200135,60.69364161849711,0.01615201653696077
20,26.56,0.21931004118556593,0.2656,0.9199349292929291,0.9835107833006191,1.3513208527293312,62.060739517386914,0.01607406971066497
21,27.92,0.23007170541668814,0.2792,0.9243768686868685,0.9831855305260692,1.2878659682510556,63.98752179099,0.015899499445114026
22,28.33,0.23972801527732948,0.2833,0.920034702020202,0.9837455269941053,1.2426539933925398,65.09771538673273,0.015897426342721597
23,29.53,0.24815680519069058,0.2953,0.9270346262626264,0.9836722989300941,1.1789527967967335,66.42811267088723,0.01582129115542007
24,28.03,0.22847877264913702,0.2803,0.9207638232323232,0.9841472483808686,1.1502549345804602,66.84099458665932,0.015592782844810985
25,28.499999999999996,0.23301208486364808,0.285,0.9168513434343434,0.9841792182603818,1.0501997884845218,69.71281768969631,0.01583703553174124
26,29.49,0.24508713601994395,0.2949,0.9250300151515153,0.983655756745556,1.0232069248540192,70.41012936966695,0.015611048571245616
27,31.64,0.2743617768127409,0.3164,0.9293378383838382,0.9843797282278901,0.951580798399537,72.19928433801266,0.015820534748220167
28,31.879999999999995,0.2647782763650942,0.3188,0.9308490353535354,0.9842127424131155,0.9194392979620837,73.24525185796863,0.015820637475266013
29,33.15,0.27926876711725784,0.3315,0.9333318434343435,0.984055890114986,0.8818451344436413,73.88751261583631,0.015990090339856093
30,31.509999999999998,0.27053467610735277,0.3151,0.9306648131313133,0.9843263798373143,0.8592741763452858,74.70410129369667,0.0158906280561242
31,31.490000000000002,0.27578033383446177,0.3149,0.9222912525252525,0.9843619376923436,0.7529881311803905,77.68602624093954,0.016110498436488385
32,30.03,0.264846975602418,0.3003,0.91872048989899,0.984527142562821,0.7827919340645548,76.75016056518946,0.016285302160784255
33,31.240000000000002,0.2680826710310812,0.3124,0.922369888888889,0.9841841593475117,0.7827303454530098,76.32810349573356,0.016158740122824214
34,32.95,0.29325489423454537,0.3295,0.9296594848484848,0.9847712867819607,0.7528325350024917,77.26396917148362,0.01638583834607934
35,31.6,0.2766464591859117,0.316,0.9196426212121213,0.9845139372850451,0.6658510575164118,80.08074135241765,0.01638506324745195
36,31.65,0.263811784215784,0.3165,0.9231415202020201,0.9845744232050611,0.6871489361837726,79.13570052298375,0.016504173318660536
37,34.910000000000004,0.3087474933665919,0.3491,0.9328421161616162,0.9847322679620764,0.6224885360889888,81.0441324892192,0.016630380501060985
38,31.5,0.27417161760684505,0.315,0.9212758686868687,0.9853000254725334,0.5907027452940765,82.19102669969722,0.01678774960685608
39,34.849999999999994,0.3050995134486286,0.3485,0.9288940404040403,0.9850003612209284,0.5471306952142597,83.3195706028076,0.0169677734375
40,32.97,0.2822323276478354,0.3297,0.9234960404040404,0.9848335271881097,0.5647326948577324,82.90668868703551,0.017109089985836382
41,32.129999999999995,0.2920258612423877,0.3213,0.9248029595959596,0.9848848447014356,0.611925297504675,81.15423433342508,0.017088088141970856
42,33.71,0.2974221559768471,0.3371,0.9282888686868686,0.985045876160382,0.5447007855403007,83.2094687586017,0.017036792843840843
43,31.14,0.27046325395664633,0.3114,0.9185899747474747,0.985396344854284,0.5277973469960294,84.1178089733003,0.017103412296882895
44,34.760000000000005,0.302377750376818,0.3476,0.9291013737373736,0.9850929724764437,0.4739740032353022,85.62253417744748,0.01736349341741135
45,32.58,0.2923523289835838,0.3258,0.9238269848484848,0.9854036064439161,0.45706173745040796,86.06294155427103,0.017439572573747744
46,34.19,0.2966398663384204,0.3419,0.9252195202020203,0.985024768635028,0.4765536683624475,85.14542618588861,0.017772072233086408
47,33.03,0.29150891420610064,0.3303,0.9250697272727273,0.9853096598005732,0.4145505011672328,86.93458115423434,0.0177073577895414
48,31.34,0.2849104210450254,0.3134,0.9148777575757576,0.9854665555126398,0.41829271690704833,86.98045692265346,0.01785230695075074
49,35.43,0.3111614968477036,0.3543,0.9308791565656565,0.9851942581811697,0.4527236952104856,86.26479493531517,0.017815896894696148
50,35.29,0.310536782665068,0.3529,0.9268692626262627,0.9852151437830621,0.39108797171452975,87.89797229103587,0.018075660520861316
51,32.57,0.2823012463640618,0.3257,0.9167514898989899,0.9851222093486021,0.4588120529953302,86.20974401321222,0.017983743574383648
