epoch,acc,f1_macro,f1_micro,auc,ece,train_loss,train_acc,p_eff
1,4.35,0.013591807581798766,0.0435,0.6977172474747474,0.9804087178423541,3.9660702234277463,10.533076429030187,nan
2,5.83,0.019480154153349978,0.0583,0.7463384545454548,0.9802740917781972,3.538324856913432,16.19414625194972,nan
3,6.569999999999999,0.026078895794546586,0.0657,0.776861398989899,0.9801195182585672,3.3971946877354338,18.185154601339573,nan
4,8.34,0.03596781923014283,0.0834,0.7833808181818184,0.9806119717468491,3.251327650056365,21.387283236994218,nan
5,10.11,0.04792059187065247,0.1011,0.8047219191919194,0.9804032297518935,3.111216002467007,24.561886411597396,nan
6,10.5,0.05276044187837756,0.105,0.8177226111111111,0.9807748062353531,2.977121211353907,26.56206991467107,nan
7,12.49,0.07061083061543051,0.1249,0.839835186868687,0.9806559224480964,2.8470328900231956,29.296265712450683,nan
8,13.450000000000001,0.08324292020883252,0.1345,0.8467548030303031,0.980980224893155,2.7120358419370207,31.507477750252317,nan
9,13.34,0.08573334300054712,0.1334,0.8465842070707071,0.9808917974533594,2.553220619268511,34.70043123222314,nan
10,16.12,0.11296423957595192,0.1612,0.865989898989899,0.9811705126166866,2.4729477002080595,36.70978988898064,nan
11,17.47,0.12423118408888595,0.1747,0.8642275404040405,0.9811700285965702,2.323624263521575,39.599963299385266,nan
12,18.43,0.1365192775348748,0.1843,0.8815995101010101,0.9813329871800138,2.1906119450613692,42.3433342508487,nan
13,21.29,0.1517090552962672,0.2129,0.8971340404040405,0.98167826528206,2.0750281612133037,45.74731626754748,nan
14,20.46,0.14620944001681174,0.2046,0.896214414141414,0.9816540371438346,1.954512298867313,47.866776768510874,nan
15,21.13,0.16522065997008006,0.2113,0.8971448686868686,0.9819500255248133,1.8643105976821546,49.80273419579778,nan
16,22.95,0.17384317618684836,0.2295,0.913239808080808,0.9819408589040586,1.778851178821396,51.454261858886134,nan
17,20.22,0.16447780946930324,0.2022,0.8862783030303031,0.9821671394978563,1.6502364489865726,54.821543260849616,nan
18,23.419999999999998,0.1891833208363349,0.2342,0.9087126212121213,0.9823603374215175,1.5971370059991716,56.36296907973209,nan
19,25.130000000000003,0.19884180715645527,0.2513,0.9130648434343435,0.9827421599093636,1.5218709409647069,57.46398752179099,nan
20,26.97,0.22140940576113144,0.2697,0.9186896969696972,0.982593494052415,1.4343447815837067,59.78530140379851,nan
21,27.05,0.22499815058528252,0.2705,0.9198735,0.9827936377370584,1.3753614533176137,61.11569868795302,nan
22,26.96,0.22390601235870541,0.2696,0.9195987626262625,0.983102096277319,1.3056138630514462,62.65712450683549,nan
23,27.85,0.23231615422078497,0.2785,0.9176914444444446,0.9832534821675678,1.262261864230965,64.2536012478209,nan
24,27.560000000000002,0.2241549346423241,0.2756,0.9207595757575758,0.983134639211223,1.2259663696058936,65.20781723093862,nan
25,31.330000000000002,0.25891584034809456,0.3133,0.928932207070707,0.9832672431824261,1.1749437735139563,65.84090283512249,nan
26,30.620000000000005,0.25302034273026097,0.3062,0.929941095959596,0.9831928209368422,1.0782331614901641,69.08890723919626,nan
27,29.080000000000002,0.25286527971651496,0.2908,0.9196598585858585,0.9835625465675824,1.0481761493795738,69.37333700339481,nan
28,30.409999999999997,0.2539905627173702,0.3041,0.9268558484848485,0.9837466581662733,1.011343185645045,70.33672814019634,nan
29,30.19,0.2547578586713135,0.3019,0.9231159696969696,0.9838275842961594,0.9687802429122218,71.42857142857143,nan
30,31.97,0.2721001739744803,0.3197,0.9291682828282828,0.9835997999704726,0.9257737260552128,72.38278741168915,nan
31,32.43,0.2788346556570431,0.3243,0.932940277777778,0.9837008213973047,0.9132849576385954,72.96082209377008,nan
32,32.56,0.2742579395347168,0.3256,0.931209878787879,0.9840555170186704,0.8451429880456166,74.75915221579962,nan
33,31.619999999999997,0.275556658548689,0.3162,0.9280331414141412,0.9839667555430184,0.8195445314767503,75.82347004312322,nan
