epoch,acc,f1_macro,f1_micro,auc,ece,train_loss,train_acc,p_eff
1,4.47,0.01859214654481649,0.0447,0.7001509797979797,0.9801372122485433,3.981586887897926,9.578860445912468,0.0196129601600385
2,6.660000000000001,0.027912814953525072,0.0666,0.7631334747474747,0.9800614420484415,3.523320917646123,15.90971648775117,0.012359665836705717
3,7.739999999999999,0.0335844346177088,0.0774,0.7906616565656567,0.9802291760045947,3.3552960997732946,19.065969354986695,0.01263829281683578
4,9.15,0.04261220847702614,0.0915,0.7962433181818181,0.9803737471157183,3.1829059941253046,22.63510413799431,0.014059013080631578
5,9.68,0.05256586971960291,0.0968,0.8127376262626262,0.9803507617157636,3.0954308411606695,24.26828149371502,0.013736496062212906
6,10.18,0.052750434467701356,0.1018,0.815380212121212,0.9807721499823445,2.950697182274617,27.048353059913754,0.014540150523358998
7,13.01,0.07979362524512901,0.1301,0.846574404040404,0.980740627741796,2.848446766907321,29.388017249288925,0.015323382109230342
8,13.91,0.08265059186629316,0.1391,0.8545779646464647,0.9809624821322305,2.706837683514134,32.14056335443619,0.016606222318355426
9,13.36,0.0966888158904823,0.1336,0.8390807373737375,0.9814535294475658,2.6114183422272026,33.902192861730434,0.016897782856641813
10,15.72,0.10709881421631114,0.1572,0.8606171212121212,0.9813241502808056,2.4999573861188717,35.92072667217176,0.017457193954912728
11,16.520000000000003,0.11592932180645367,0.1652,0.8713069444444443,0.9816341475335855,2.370621893819138,38.40719332048812,0.01754305966544983
12,15.86,0.11042327293526119,0.1586,0.8658489444444445,0.9817526775942373,2.257687663340724,40.847784200385355,0.017509628542114134
13,19.89,0.14629331184825994,0.1989,0.890898414141414,0.981967777741343,2.1233129372934934,44.077438297091476,0.017799517507989738
14,19.99,0.15059093051349962,0.1999,0.8954559393939392,0.9821041837563288,2.0011927615131673,46.94926140012845,0.01806790037297232
15,22.16,0.1727796346719919,0.2216,0.9012236363636363,0.9818834746610604,1.9172347739744935,48.765941829525644,0.018248858038595942
16,21.560000000000002,0.1600197045131549,0.2156,0.8961002626262626,0.9825071587227227,1.805708438871716,51.08725571153317,0.018019789439994237
17,21.41,0.16056454163255707,0.2141,0.8979216363636364,0.9827366472655524,1.7105739365281156,52.91311129461418,0.018092899020154807
18,26.779999999999998,0.21242141413819,0.2678,0.9141251111111112,0.9826253301182095,1.6231534318077814,55.372052481879074,0.017750575467077798
