epoch,acc,f1_macro,f1_micro,auc,ece,train_loss,train_acc
1,13.43,0.1082959315133475,0.1343,0.8539833383838384,0.9800859035368297,3.9542508293151855,8.834
2,25.27,0.23432170046053838,0.2527,0.9150502727272728,0.9808601028620838,3.276755677185059,19.532
3,33.18,0.31255643848105885,0.3318,0.9454766363636365,0.9815696486316101,2.7290894609832765,29.624
4,40.160000000000004,0.3853766287568499,0.4016,0.9575755151515152,0.9825573629011963,2.3040432421875,38.478
5,44.12,0.4317298278248288,0.4412,0.9670246363636362,0.9832544742709262,2.013677601394653,44.752
6,47.099999999999994,0.45987815360999384,0.471,0.9693682727272727,0.9832636250111912,1.8328594997406007,49.058
7,46.239999999999995,0.4566600939637309,0.4624,0.9692933535353536,0.9836910304036123,1.7084628025817872,52.258
8,50.68,0.5079412991720654,0.5068,0.9734302727272728,0.984023586564944,1.6141138776397705,54.452
9,49.43,0.48837967434355384,0.4943,0.9719304444444444,0.9841701182645431,1.5349339019012451,56.452
10,54.1,0.5385168932981174,0.541,0.9786625656565658,0.9844285396250296,1.4798313577270508,57.97
11,50.24999999999999,0.4976054497280364,0.5025,0.9749463737373738,0.98410078174141,1.419973977203369,59.462
12,52.86,0.519460247043762,0.5286,0.9763064848484848,0.9848767458982823,1.392103667564392,60.39
13,53.879999999999995,0.5382757643115142,0.5388,0.9777184747474748,0.9843187551729681,1.3571741814041138,61.262
14,52.52,0.5185775466750946,0.5252,0.9771734393939394,0.9845503161366135,1.3142684064483643,62.344
15,53.769999999999996,0.544717042576614,0.5377,0.9748973333333333,0.9847644043034265,1.2956403777313232,62.664
16,54.26,0.5353931650269406,0.5426,0.9787734797979798,0.9847306248346445,1.268674291305542,63.282
17,56.36,0.5529758819324934,0.5636,0.9803535050505053,0.9847356482982225,1.2425919800567626,64.408
18,55.13,0.5467251618595069,0.5513,0.979208414141414,0.9848855903868399,1.2239607582092284,64.566
19,54.49,0.543949563450019,0.5449,0.9803314242424241,0.9850312889079684,1.2081576868438721,65.202
20,54.37,0.5444669585531603,0.5437,0.9781622121212119,0.9848537680221462,1.1863602170562744,65.53
21,57.47,0.5725167435256812,0.5747,0.9811917878787877,0.9851501811272806,1.1763401876068116,65.914
22,56.2,0.5568013555098579,0.562,0.9793519393939394,0.9850334290427912,1.1669414542007446,66.178
23,54.74,0.5523929200729216,0.5474,0.9796406060606059,0.9848064695706304,1.1449499338150024,66.554
24,57.19,0.5735362211635775,0.5719,0.9807239949494949,0.985140159959714,1.131477200012207,67.218
25,56.230000000000004,0.5560039101826079,0.5623,0.9794502929292929,0.9853309627256434,1.1249317301559447,67.422
26,56.42,0.5604301380063991,0.5642,0.9793687878787877,0.985339545667762,1.1118550192642211,67.716
27,57.620000000000005,0.5759251499014746,0.5762,0.9808954141414141,0.9851243992769696,1.0998964009094239,67.876
28,58.36,0.5819241069963194,0.5836,0.9807645202020203,0.9852691875690587,1.0995094164657593,67.786
29,52.81,0.5231621096351142,0.5281,0.9718413737373737,0.9847703920685139,1.0894673703384399,68.09
30,56.81,0.5678610442780365,0.5681,0.9800177878787878,0.9852553207305749,1.0636234438323975,69.232
31,59.37,0.5940431388530311,0.5937,0.9820857171717171,0.9854341166888746,1.0729931228256226,68.72
32,60.160000000000004,0.6008812124654148,0.6016,0.9841883030303029,0.9853897304546261,1.0635809346771241,68.75
33,60.25,0.6026981598244346,0.6025,0.9840507878787877,0.9855831895377273,1.0504336755752564,69.162
34,60.309999999999995,0.6005304031519781,0.6031,0.9830140303030303,0.9854502765128015,1.0397774396514892,69.622
35,56.93,0.5674332984023592,0.5693,0.9808888181818182,0.9852770290829322,1.02922048248291,69.898
36,57.010000000000005,0.5704133763047807,0.5701,0.979572984848485,0.9853548082386603,1.0397646523284911,69.404
37,55.97,0.5619201316811148,0.5597,0.9796422929292927,0.9852362221675464,1.018322684326172,70.042
38,58.02,0.5778586273142896,0.5802,0.980580393939394,0.9854164485052379,1.0065303685760498,70.618
39,59.69,0.5954903153536941,0.5969,0.9826179040404042,0.9857044612421998,1.0084292426300048,70.348
40,56.13,0.5701103364491407,0.5613,0.9789400303030305,0.9852265683056092,1.00619860080719,70.664
41,57.28,0.5710271742953078,0.5728,0.9822114141414143,0.9855667203872334,0.986818381614685,70.95
42,58.29,0.5851312793366414,0.5829,0.9811904747474745,0.9854313938683597,0.9873357374763488,70.984
43,60.809999999999995,0.5985301822479981,0.6081,0.9841366464646464,0.9855938281003773,0.9847887341690064,70.996
44,58.93000000000001,0.5903534376899602,0.5893,0.9815778080808082,0.9855231596246482,0.9698929233169555,71.282
45,59.209999999999994,0.5871850740151912,0.5921,0.9831557979797981,0.9857217724443694,0.9604800609970093,71.75
46,55.95,0.5549150662693286,0.5595,0.9783496666666668,0.9852104372394517,0.9568666915893554,71.894
47,61.18,0.611728007994993,0.6118,0.9844206717171717,0.9856708481691555,0.9557634449386597,71.942
48,59.68,0.5979166728728741,0.5968,0.9820474848484848,0.9855342679052989,0.9532511723709106,71.838
49,56.99999999999999,0.5686003391446587,0.57,0.9795391666666667,0.9854602133878039,0.9360267087173462,72.306
50,56.220000000000006,0.5586147346881183,0.5622,0.978738095959596,0.9853233094702527,0.9427708375740051,72.232
51,59.72,0.5950271253174778,0.5972,0.9832748838383837,0.9855651761070504,0.9249930819320679,72.866
52,60.089999999999996,0.6058981665984614,0.6009,0.9828129595959595,0.9856829509172463,0.9198513397026062,72.796
53,59.5,0.6006876954861862,0.595,0.9826423080808081,0.9856033169960707,0.9094887027168274,73.088
54,59.550000000000004,0.5949061951452321,0.5955,0.9831506666666666,0.9856720543099994,0.9039403601264954,73.272
55,60.75000000000001,0.6043357516821761,0.6075,0.9835565353535354,0.985614060652616,0.9024767915153503,73.224
56,58.709999999999994,0.5864279362869556,0.5871,0.981304787878788,0.9856922164876604,0.8896238956832886,73.678
57,57.36,0.5750082435163284,0.5736,0.9793943737373738,0.9854441459548139,0.8831085563278198,73.97
58,58.58,0.5813457810773103,0.5858,0.9807880808080809,0.9855439022875656,0.8813703454208374,73.822
59,59.13,0.5926810744430643,0.5913,0.981552202020202,0.9856463726147535,0.8823352975463867,74.032
60,60.27,0.6024829134957757,0.6027,0.9823925151515149,0.9857593076499149,0.8702258626556396,74.256
61,60.8,0.6104170586724798,0.608,0.983118702020202,0.9857833266296433,0.8638607798004151,74.366
62,59.230000000000004,0.5921932505895828,0.5923,0.981872191919192,0.9855763913773464,0.8552845433044434,74.47
63,60.19,0.6051754598254487,0.6019,0.9841619999999999,0.9858802569981322,0.8447009495544434,74.984
64,61.629999999999995,0.6134888778763312,0.6163,0.9843135757575758,0.9858811197823605,0.8411065274429321,74.874
65,61.629999999999995,0.6153237012440577,0.6163,0.983538373737374,0.9857375640359421,0.8320664642715454,75.144
66,60.27,0.5991247723819311,0.6027,0.9817842474747475,0.9858156861451401,0.8283359943008423,75.35
67,62.849999999999994,0.6280029465109973,0.6285,0.9841487272727272,0.986080631111162,0.8179217393875122,75.678
68,61.8,0.6177486373578228,0.618,0.9842142020202022,0.9859166770717911,0.8145668133163452,75.784
69,62.949999999999996,0.6292459554432961,0.6295,0.9848417777777779,0.9860423908190871,0.808917723274231,75.896
70,62.28,0.6184045003773241,0.6228,0.9844778181818182,0.9859930996851612,0.8076502942657471,75.83
71,58.29,0.5832911634887396,0.5829,0.9811493282828283,0.9859379398280106,0.7927247800064087,76.11
72,62.56,0.6245133840550351,0.6256,0.9830711414141413,0.9859718857923145,0.7826234214782715,76.424
73,61.650000000000006,0.6167548527822615,0.6165,0.9822178636363635,0.9862160224963112,0.7725279291152954,76.908
74,59.96,0.599934273540289,0.5996,0.9814667676767675,0.9859714376784703,0.7735984162330627,76.77
75,61.970000000000006,0.6215436701367222,0.6197,0.983764202020202,0.9859410970956404,0.7637650765609741,76.868
76,61.51,0.6095151564124719,0.6151,0.9835458383838384,0.986039450684615,0.743989531993866,77.788
77,61.86000000000001,0.6205896714874387,0.6186,0.9838408989898988,0.985995295212522,0.7394312940788269,77.688
78,59.46,0.5983245226591744,0.5946,0.9811924696969696,0.9859664006183141,0.7343593389892578,77.706
79,62.78,0.6259172230442737,0.6278,0.9840902979797981,0.9862564175895814,0.7409458687210083,77.532
80,62.93,0.6328417417677759,0.6293,0.982663292929293,0.9861555342074744,0.7057042311477661,78.702
81,62.29,0.6233127431011024,0.6229,0.9836754545454544,0.986290769600123,0.7150251328659057,78.338
82,62.49,0.6271349284576889,0.6249,0.9850898686868688,0.9864788534507629,0.708835350189209,78.614
83,63.029999999999994,0.6290775792830412,0.6303,0.9839078838383838,0.9862141289393562,0.7033949335384369,78.86
84,62.370000000000005,0.6216063266481567,0.6237,0.9833877878787881,0.9862518723038508,0.6887166078567505,78.974
85,62.68,0.6272251655369164,0.6268,0.984532,0.9862655611049059,0.6785878820610046,79.426
86,63.04,0.6309364142321389,0.6304,0.9832949393939393,0.9862346295613986,0.6657315019989014,79.862
87,63.239999999999995,0.6303075912382216,0.6324,0.9845894040404041,0.9863598878425828,0.6712218162918091,79.62
