epoch,acc,f1_macro,f1_micro,auc,ece,train_loss,train_acc,p_eff
1,13.41,0.10078179237078028,0.1341,0.8568026717171716,0.9801392571010448,3.9659887853240967,9.03,0.09995933591633502
2,22.48,0.1987872123067377,0.2248,0.9012825202020203,0.9808854544864779,3.3017498194122314,19.1,0.09988927816414772
3,33.78,0.32070315640629327,0.3378,0.9440470404040404,0.9817894143957266,2.7647292451477052,28.75,0.09999903219054117
4,39.37,0.3746471810989987,0.3937,0.9575348080808079,0.9824267419645747,2.3095560305023195,38.154,0.09995999152931716
5,40.86,0.3977231624679359,0.4086,0.9625591010101008,0.9828700244519127,2.0221969342422486,44.694,0.1000237974631207
6,45.6,0.4500746497260772,0.456,0.9682098787878789,0.9833662755326786,1.8336096849822998,49.004,0.09996783556154622
7,46.57,0.4602783338622492,0.4657,0.9694058282828284,0.9838490197511621,1.7129504511642457,51.872,0.10001033382571262
8,50.870000000000005,0.504959759840057,0.5087,0.9757747777777778,0.983977352424226,1.6221157886505126,54.538,0.09996027251719819
9,50.62,0.4940384107937642,0.5062,0.9756299292929291,0.9842656559851879,1.5491192714309692,56.19,0.09998514707131154
10,52.12,0.5200678870082911,0.5212,0.9776588686868688,0.9842198815342345,1.489375560836792,57.884,0.1000280043734309
11,49.36,0.4816088608063188,0.4936,0.9753523282828283,0.9842487386617313,1.4347265020370483,59.22,0.10001674174424023
12,51.1,0.4971144297089588,0.511,0.9751533939393938,0.9844622852442939,1.3949975437164306,60.248,0.10000480789586406
13,55.69,0.555382830732172,0.5569,0.981165808080808,0.9846744823910872,1.3621436687850952,60.868,0.10001843542699008
14,53.779999999999994,0.5376269670268754,0.5378,0.9773144545454545,0.9849993108894624,1.3249938148117066,62.062,0.10007767543158567
15,54.09,0.5340539031235303,0.5409,0.978854494949495,0.9848494838711703,1.3007944947052001,62.652,0.10008664339628366
16,53.18000000000001,0.5225641962936447,0.5318,0.9780718686868687,0.9846057490806822,1.2888238732910156,63.088,0.10000796892377727
17,55.54,0.5523819355631049,0.5554,0.9800086363636364,0.9848200534926376,1.257741932144165,63.784,0.1000529803964488
18,54.72,0.5472552868509318,0.5472,0.9776818636363636,0.9849037857314619,1.2324923639297485,64.526,0.09992143479378326
19,53.910000000000004,0.5301493715859156,0.5391,0.9775358787878788,0.9850059598716056,1.2121890251922607,64.934,0.10002251744956311
20,58.43000000000001,0.5811637806121049,0.5843,0.9822645000000001,0.9852110412033617,1.2092198059463501,65.134,0.1000566955684396
21,58.95,0.5889740482488772,0.5895,0.9825577070707071,0.9851103904184604,1.1914149975585937,65.478,0.0999154795885391
22,56.43,0.5586144959944548,0.5643,0.9795936919191917,0.9852037632661731,1.1718722197723388,66.06,0.10002170573643711
23,56.08,0.5525235441419232,0.5608,0.9792506313131313,0.9852280554307518,1.1668773043060303,66.168,0.09999775215792839
24,58.39,0.5819002841476684,0.5839,0.9832858484848483,0.985251507889759,1.1506801359939576,66.652,0.09998302411316606
25,57.03,0.5726033628641243,0.5703,0.9803378282828281,0.9850821456635928,1.1423811561965942,66.898,0.10006353276236282
26,58.550000000000004,0.5881768605724669,0.5855,0.9821201010101009,0.9853180552479732,1.131171494140625,67.312,0.10007472513505565
27,58.58,0.5860856835010219,0.5858,0.9829399292929293,0.9850287487606445,1.1114600553131104,67.76,0.0998803180311342
28,58.60999999999999,0.5813021372541722,0.5861,0.9819923535353535,0.9853272970767015,1.1189389269638061,67.586,0.09995917981619115
29,57.36,0.5760169948880172,0.5736,0.9814192121212122,0.9854159571866972,1.1037781134796143,67.812,0.10001195727101982
30,57.58,0.5728798377476021,0.5758,0.9806978232323234,0.9853442738312114,1.085834246711731,68.3,0.10002480432048173
31,61.260000000000005,0.6112352305225617,0.6126,0.9849916565656565,0.9855363478702018,1.0947475444793702,68.12,0.09999445063607468
32,57.03,0.57251778489307,0.5703,0.9804075404040404,0.9854439556380881,1.0752871421051025,68.754,0.09999096961429967
33,57.85,0.5758948680439961,0.5785,0.9814381616161618,0.9852116576305454,1.0668420143508912,69.026,0.10007819056968249
34,55.65,0.5622652321600782,0.5565,0.9793284242424244,0.9854861400363706,1.055471660900116,69.472,0.09997901234709089
35,57.74,0.573015654310715,0.5774,0.9808978484848485,0.985317113856258,1.054225566444397,69.154,0.09992033429920216
36,59.760000000000005,0.598858910659811,0.5976,0.9837001818181816,0.9854456845024362,1.042709520225525,69.432,0.09999500479920746
37,60.660000000000004,0.6058598771106117,0.6066,0.9833893737373738,0.9855938918999547,1.0397023862838746,69.632,0.09999971122235593
38,56.940000000000005,0.5693798758974049,0.5694,0.9805562424242424,0.9854541183626706,1.0299490708160401,69.796,0.0999425161258339
39,57.199999999999996,0.5694013843721578,0.572,0.9791550606060606,0.985770847519549,1.0175590015411378,70.572,0.09997391567358276
40,56.15,0.563180499909408,0.5615,0.9756318434343434,0.985447678688946,1.0154141560173036,70.456,0.09994541958469869
41,59.46,0.5949148377450336,0.5946,0.9812480303030301,0.985485661701124,1.0173520547103883,70.168,0.10002110473563909
42,56.00000000000001,0.5596280266614323,0.56,0.9783453232323231,0.9854586174078466,0.9998300016403199,70.766,0.10002814486737141
43,59.260000000000005,0.5953249293534779,0.5926,0.9838649545454545,0.9855807050931014,1.0000608904266357,71.03,0.10003008830654042
44,60.370000000000005,0.6022618789758389,0.6037,0.9835505050505051,0.9856422323045781,0.982814055557251,71.36,0.10002522578324809
45,56.39999999999999,0.558876206755047,0.564,0.9777355353535353,0.985357147796253,0.9727973281478882,71.442,0.09997829427118496
46,57.199999999999996,0.5690474346022447,0.572,0.9800876969696969,0.9853381904664815,0.9764680449295043,71.278,0.10009659478045485
47,57.120000000000005,0.5716618933773631,0.5712,0.9759853484848484,0.9854568985775444,0.9640727424430847,71.568,0.10007904130784447
48,61.14000000000001,0.609804466364648,0.6114,0.9843776616161617,0.9856493981310847,0.9691801768302918,71.706,0.09996977120714115
49,60.12,0.6069451813813818,0.6012,0.9827753939393937,0.9858337219981582,0.9496820778274536,72.166,0.10004362218139116
50,57.709999999999994,0.5739297791696195,0.5771,0.9802832424242421,0.9855169890030874,0.9467825939559936,72.166,0.10006555425160377
51,57.85,0.5769646918237381,0.5785,0.9788372070707072,0.9856675595352594,0.9390258061981201,72.468,0.09986757245057684
52,58.209999999999994,0.5812251435743495,0.5821,0.9794088131313132,0.9856687786118644,0.9395577915954589,72.518,0.10002101107936381
53,57.989999999999995,0.5877759609385254,0.5799,0.9798291717171717,0.9856469804393678,0.9421980634689331,72.536,0.10002425015734895
54,60.83,0.6115677385606004,0.6083,0.9827827979797981,0.9855747678591187,0.919345315284729,72.854,0.10007929106426361
