epoch,acc,f1_macro,f1_micro,auc,ece,train_loss,train_acc
1,10.16,0.07443837520074173,0.1016,0.8327533989898991,0.9802429965866581,4.015019706878662,8.358
2,21.060000000000002,0.1877615790428596,0.2106,0.9018302828282827,0.9805940761367467,3.3663228008270263,18.074
3,30.330000000000002,0.28374313154827446,0.3033,0.9375031212121211,0.9813897515744252,2.8642870660400392,27.23
4,37.79,0.3502639490862444,0.3779,0.9547493838383838,0.9823218032551531,2.398621593399048,36.646
5,44.0,0.42937372460638534,0.44,0.9655441717171717,0.9828130070575195,2.0883774932098387,43.108
6,46.45,0.4447675702443277,0.4645,0.9695626919191919,0.983270899139179,1.8845540027618408,47.974
7,45.61,0.4550734234224963,0.4561,0.9708247878787879,0.9833770944794094,1.7405663598632812,51.48
8,52.28,0.5149885681429865,0.5228,0.9770938282828283,0.9836650103070727,1.6421399227142335,54.184
9,48.75,0.4813002473107473,0.4875,0.9704811414141413,0.9839028817734817,1.5699909613037109,55.572
10,46.800000000000004,0.46650391557741705,0.468,0.9704068888888889,0.9839267085288114,1.5054902029037476,57.256
11,52.349999999999994,0.5221851698730638,0.5235,0.9782262525252525,0.9841820946909589,1.454394906539917,58.596
12,52.82,0.5200124800497592,0.5282,0.9766265353535356,0.9840684824592069,1.413919870262146,59.946
13,50.51,0.4955987991594313,0.5051,0.9739075959595958,0.9843057609837556,1.373970305519104,60.766
14,53.690000000000005,0.5340410430161459,0.5369,0.9771359696969695,0.984573005193876,1.3475190816497802,61.474
15,54.06999999999999,0.5406381860850306,0.5407,0.9772937474747475,0.9843573249656171,1.3173189659118651,62.106
16,49.26,0.48468633156311924,0.4926,0.9712785808080808,0.984269698432623,1.29326209651947,62.918
17,51.28,0.524546178428364,0.5128,0.9733194444444446,0.9845707717049501,1.264654774093628,63.67
18,53.64,0.5302360829416546,0.5364,0.9775368030303031,0.9847285648879678,1.2466756377792358,64.214
19,57.13,0.571250920663509,0.5713,0.9822766464646464,0.9847046308004022,1.233424655227661,64.478
20,53.669999999999995,0.5365696601060683,0.5367,0.9765140858585858,0.984529332146387,1.2129077202224732,64.892
21,57.16,0.5650943748429434,0.5716,0.9807745555555556,0.9847374958208576,1.197554845046997,65.308
22,54.48,0.5478577411094592,0.5448,0.9786480606060606,0.9846339918567233,1.1845781617736817,65.714
23,57.9,0.5774199033416353,0.579,0.9821374646464648,0.98490598253089,1.1752300539398193,65.92
24,57.84,0.5713327430580479,0.5784,0.9811311414141416,0.9849100177412821,1.1523392567634583,66.676
25,51.339999999999996,0.5079518983645788,0.5134,0.9742674696969696,0.9846247726423519,1.1373892832946777,66.936
26,55.510000000000005,0.5535422581534645,0.5551,0.9781302424242425,0.9848349585787378,1.1398157955932617,66.906
27,59.650000000000006,0.5956858401737299,0.5965,0.9829123535353534,0.9849888977442569,1.124802484512329,67.49
28,55.269999999999996,0.5413797517985537,0.5527,0.9795384343434342,0.9849989095553672,1.120187798347473,67.472
29,57.60999999999999,0.5852434598892235,0.5761,0.9809402828282827,0.9850315211687308,1.1093527625274657,67.74
30,59.34,0.5966701900180975,0.5934,0.9827866666666667,0.985268999505289,1.105121448059082,67.788
31,56.45,0.5678996073616148,0.5645,0.9817584141414141,0.9847058795442005,1.0876771300125123,68.31
32,57.34,0.5766245079324783,0.5734,0.9800558181818182,0.9851637768502738,1.0837852104949952,68.57
33,58.050000000000004,0.5838128678051264,0.5805,0.9815624747474747,0.9848837021812469,1.0639996502304077,68.924
34,58.34,0.58314231363204,0.5834,0.9813215505050504,0.9851074341397184,1.0801701782989501,68.54
35,61.01,0.6071541680015724,0.6101,0.9840136767676769,0.9851030580877038,1.0506813250350953,69.458
